text,translated_text,label
me perdí la charada sicotica del gamer gate bueno no tanto gracias a smiling face with smiling eyes pero no me perderé ésta ,me perdí la charada sicotica del gamer gate bueno no tanto gracias a smiling face with smiling eyes pero no me perderé ésta,0
 hasta ese momento la izquierda mucho más politizada por su carácter absolutizador y mejor organizada tenía el monopolio del control en las redes pen selector alejandro cuevas,hasta ese momento la izquierda mucho más politizada por su carácter absolutizador y mejor organizada tenía el monopolio del control en las redes pen selector alejandro cuevas,0
 y por qué digo que son dogwhistles porque esto ya lo hemos vivido una y otra y otra vez en los cómics pasó con comics gate en 2017 un hijo bastardo de gamer gate el origen oscuro de todos estos niños ratas berrinchudos y pues ya chole no ,y por qué digo que son dogwhistles porque esto ya lo hemos vivido una y otra y otra vez en los cómics pasó con comics gate en 2017 un hijo bastardo de gamer gate el origen oscuro de todos estos niños ratas berrinchudos y pues ya chole no,0
 cuando te toque experimentar algo similar al gamergate veremos si mantienes la misma postura de hoy juas juas juas ,cuando te toque experimentar algo similar al gamergate veremos si mantienes la misma postura de hoy juas juas juas,0
la que se levanto sin miedo al exito fue la rata nro 1 de rust t co ezxnddepqerust gamer girls gamer gate ,la que se levanto sin miedo al exito fue la rata nro 1 de rust t co ezxnddepqerust gamer girls gamer gate,0
 gamergate causo esto gamergate causo esto otro gamergate mato a esta persona gamergate gamergate gamergate putoooos reporteros de mieerdaaa,gamergate causo esto gamergate causo esto otro gamergate mato a esta persona gamergate gamergate gamergate putoooos reporteros de mieerdaaa,0
 en 2014 empezó gamergate así que igual mejor no,en 2014 empezó gamergate así que igual mejor no,0
los mejores 100 videojuegos de la historia grinning facegrinning facegrinning facegrinning face gamers gamer gate ,los mejores 100 videojuegos de la historia grinning facegrinning facegrinning facegrinning face gamers gamer gate,0
the gays despues de escuchar babylon house labs cuando they harassed gaga pa que lo saque ,the gays despues de escuchar babylon haus labs cuando they harassed gaga pa que lo saque,0
 te refieres a algo así ,te refieres a algo así,0
 lol yo me metí en un lío con esa comunidad de cosplay porque alguien vio sin contexto mi story defendiendo una pana who has being harassed y yo diciendo que el bully se copió de sus cosplays y fue ella a fb a ridiculizarme porque “los cosplays no se pueden copiar”,lol yo me metí en un lío con esa comunidad de cosplay porque alguien vio sin contexto mi story defendiendo una pana who has being harassed y yo diciendo que el bully se copió de sus cosplays y fue ella a fb a ridiculizarme porque “los cosplays no se pueden copiar”,0
hay hembras de colibrí de cuello blanco florisuga mellivora que adoptan una coloración similar al plumaje de los machos para evitar a los machos más agresivos de esta forma escapan de sus intentos de seducción y tienen más tiempo para alimentarse ,hay hembras de colibrí de cuello blanco florisuga mellivora que adoptan una coloración similar al plumaje de los machos para evitar a los machos más agresivos de esta forma escapan de sus intentos de seducción y tienen más tiempo para alimentarse,0
y’all really harassed this person por algo tan inofensivo lmao a la verdad que no tienen empatía ,y’all really harassed this person por algo tan inofensivo lmao a la verdad que no tienen empatía,0
 quiet sexist ,tranquilo sexista,1
fuentes backhand index pointing down light skin toneman technologist medium skin tone fin del hilo conoce más sobre tu derecho a creer en ,fuentes backhand index pointing down light skin toneman technologist medium skin tone fin del hilo conoce más sobre tu derecho a creer en,0
this artist is only 20 that is so young to be harassed like this no les dan vergüenza hablar tan mal de alguien tan joven regardless of what the original convo was about la anti negritud de mestizos y blancos en la diáspora y en latinoamérica es algo asqueroso ,this artist is only 20 that is so young to be harassed like this no les dan vergüenza hablar tan mal de alguien tan joven regardless of what the original convo was about la anti negritud de mestizos y blancos en la diáspora y en latinoamérica es algo asqueroso,0
 ay se me olvidaban las pruebas por aquello de no hablar sobre invenciones como tú otra ,ay se me olvidan las pruebas por aquello de no hablar sobre invenciones como tú otra,0
she harassed the senator así que váyanse a mamar ,she harassed the senator así que váyanse a mamar,0
eeuu documentos desclasificados revelan que misteriosos drones en julio de 2019 acosaron a buques de guerra yanquis en las costas de california foia mysterious drones harassed us navy warships off california ,eeuu documentos desclasificados revelan que misteriosos drones en julio de 2019 acosaron a buques de guerra yanquis en las costas de california foia mysterious drones harassed us navy warships off california,0
devastador pero con crítica constructiva chris cuomo sexually harassed me i hope he’ll use his power to make change ,devastador pero con crítica constructiva chris cuomo me acosó sexualmente espero que use su poder para hacer el cambio,0
 loca d mierda en k momento,loca de mierda en k momento,1
 el chico sandman d escuela católica que viajó a washington con un grupo de compañeros y fueron harassed y atacados x black israelites secta y un nativo americano y que cnn etc dijeron que fie al revés causando expulsiones amenazas de muerte etc aprox 100 millones ganó,el chico sandman d escuela católica que viajó a washington con un grupo de compañeros y fueron harassed y atacados x black israelites secta y un nativo americano y que cnn etc dijeron que fie al revés causando expulsiones amenazas de muerte etc aprox 100 millones ganó,0
 encima siempre a la misma pobre tisi she’s being harassed,encima siempre a la misma pobre tisi she’s being harassed,1
cuando pretendieron defender la libertad de expresión de académicos quejándose de que de alguna manera la gente trans los estaba silenciando skullskullskullskull,cuando pretendieron defender la libertad de expresión de académicos quejándose de que de alguna manera la gente trans los estaba silenciando skullskullskullskull,0
balance scale selector piden más de tres años de cárcel para el vecino de torrevieja acusado de colgar el dni de la víctima de la manada en un foro lama nada,balance scale selector piden más de tres años de cárcel para el vecino de torrevieja acusado de colgar el dni de la víctima de la manada en un foro lama nada,0
 pues mira no son hombres cada uno con su familia amistades y haciendo vida normal igual que los de lamanada y los que asesinan a diario a sus parejas por eso deberíamos preguntarnos qué coño está pasando con los hombres para q actúen así y qué clase de sociedad queremos ,pues mira no son hombres cada uno con su familia amistades y haciendo vida normal igual que los de lamanada y los que asesinan a diario a sus parejas por eso deberíamos preguntarnos qué coño está pasando con los hombres para q actúen así y qué clase de sociedad queremos,1
 lama nada agresión sexual en navarra tienen dni muy español había hasta un agente expulsado por sus delitos de guardia civil el cátedro es el ejemplo de la derecha caverna nosotros ser español síndrome marujita díaz ,lama nada agresión sexual en navarra tienen dni muy español había hasta un agente expulsado por sus delitos de guardia civil el cátedro es el ejemplo de la derecha caverna nosotros ser español síndrome marujita díaz,1
este viernes 22 do sl intern as j auria lama nada teatro entrevista completa a ,este viernes 22 do sl intern as j auria lama nada teatro entrevista completa a,0
caso lama nada heredia es la abogada de la víctima telephone receiver “mal llamado así fue una violación grupal y no por animales sin raciocinio” expresa “va a juicio oral… agarré el caso luego de que personas quedaron fuera del proceso tras aquel episodio del ‘desahogo sexual’ ” cuenta ,caso lama nada heredia es la abogada de la víctima telephone receiver “mal llamado así fue una violación grupal y no por animales sin raciocinio” expresa “va a juicio oral… agarré el caso luego de que personas quedaron fuera del proceso tras aquel episodio del ‘desahogo sexual’ ” cuenta,1
alejandro saavedra violador parte de lama nada en scz finalmente sentenciado a 20 años seva a caer,alejandro saavedra violador parte de lama nada en scz finalmente sentenciado a 20 años seva a caer,1
 los políticos acostumbran a hablarle al pueblo como si fueran una manada de estúpidos pero lamanada no hacemos nada por contradecirlos ,los políticos acostumbran a hablarle al pueblo como si fueran una manada de estúpidos pero lamanada no hacemos nada por contradecirlos,0
comparto algunas columnas anteriores que reflexionan sobre el tema de la viola cin grupal y las reacciones de la sociedad y todo esto esta de 2018 sobre el caso de lama nada con reflexiones sobre el baño de santa teresa ,comparto algunas columnas anteriores que reflexionan sobre el tema de la viola cin grupal y las reacciones de la sociedad y todo esto esta de 2018 sobre el caso de lama nada con reflexiones sobre el baño de santa teresa,0
confirman que la madre del violador de lama nada eliane saavedra daza recibía plata del gobierno municipal de gestión de la ex alcaldesa “sin trabajar” 2000itemsfantasmasunmil contratos fantasma s ,confirman que la madre del violador de lama nada eliane saavedra daza recibía plata del gobierno municipal de gestión de la ex alcaldesa “sin trabajar” 2000itemsfantasmasunmil contratos fantasma s,0
 quin descontrol desde lo de lamanada es un no parar de violencia,quin descontrol desde lo de lamanada es un no parar de violencia,0
“la manada” panda facelion facefox face mis bebés 🤍lamanada dogs of insta gram do glover siberian husky shetland sheepdog husky sheltie husky siberia no pastor de shetland en metepec ,“la manada” panda facelion facefox face mis bebés 🤍lamanada dogs of insta gram do glover siberian husky shetland sheepdog husky sheltie husky siberia no pastor de shetland en metepec,0
 por eso amé lama nada de no dejo de pensar en esa novela ,por eso amé lama nada de no dejo de pensar en esa novela,0
mis leones metiendo cojones coño 7 3 firefirefirelion facelion facelion face lama nada,mis leones metiendo cojones coño 7 3 firefirefirelion facelion facelion face lama nada,0
 white medium starsiiii estuvo increíble mi pipe eres un crack te adoramossss lama nada wolf faceblue heartwhite medium star,white medium starsiiii estuvo increíble mi pipe eres un crack te adoramossss lama nada wolf faceblue heartwhite medium star,0
mientras scooby disfruta unas vacaciones en lamanada yo cuido en casa a merlot el russian bleu de mi hija ,mientras scooby disfruta unas vacaciones en lamanada yo cuido en casa a merlot el russian bleu de mi hija,0
la otra víctima de lama nada si el prenda se arrepintiera de verdad me hubiera pedido perdón a mí también ,la otra víctima de lama nada si el prenda se arrepintiera de verdad me hubiera pedido perdón a mí también,0
lo de lopetegui en rueda de prensa diciendo no se que de la minifalda y tal era por los de lama nada no ,lo de lopetegui en rueda de prensa diciendo no se que de la minifalda y tal era por los de lama nada no,1
 si hubiese un me too del cine español sería por homosubvenciones y felamamandurrias ,si hubiese un me too del cine español sería por homosubvenciones y felamamandurrias,1
 hay otro tema en el ambiente pero el me too es un ejemplo interesante de lo que dices ,hay otro tema en el ambiente pero el me too es un ejemplo interesante de lo que dices,0
come on label metoo smiling face with sunglassespopcorn ,vamos etiqueta metoo cara sonriente con gafas de sol palomitas de maíz,0
crece la preocupación por el paradero de peng shuai crece la preocupación por el paradero de peng shuai ,crece la preocupación por el paradero de peng shuai crece la preocupación por el paradero de peng shuai,0
 siempre he pensado que esa escena la de la segunda pelicula se a librado del movimiento me too hasta ahora haber cuando la cancelan,siempre he pensado que esa escena la de la segunda pelicula se a librado del movimiento me too hasta ahora haber cuando la cancelan,1
creo que la 4t va a pasar a la historia como el gobierno que más premiaba y condecoraba a los agraviantes sexuales que vergüenza ahí esta el salgado macedonio y ahora pedro salmeron y no dudo que haya más face with symbols on mouthme too,creo que la 4t va a pasar a la historia como el gobierno que más premiaba y condecoraba a los agraviantes sexuales que vergüenza ahí esta el salgado macedonio y ahora pedro salmeron y no dudo que haya más face with symbols on mouthme too,1
un tribunal chino desestima el primer caso de me too y amenaza con acabar con este incipiente movimiento en el país vía por ,un tribunal chino desestima el primer caso de me too y amenaza con acabar con este incipiente movimiento en el país vía por,0
veo que surge una respuesta tipo not all americans a la lucha contra la afluencia de estadounidenses a pr como el not all men a metoo en ambos casos la réplica obvia que se trata de estructuras y dinámicas que crean desigualdad no de si individuos se portan bien o mal ,veo que surge una respuesta tipo not all americans a la lucha contra la afluencia de estadounidenses a pr como el not all men a metoo en ambos casos la réplica obvia que se trata de estructuras y dinámicas que crean desigualdad no de si individuos se portan bien o mal,1
 dicen que la denuncia es real la cariola dijo que ella era feminista y del metoo y le creía a la victima así de tarados weones a cagar le dan material a kast con un asunto muy grave ,dicen que la denuncia es real la cariola dijo que ella era feminista y del metoo y le creía a la victima así de tarados weones a cagar le dan material a kast con un asunto muy grave,1
p orsino lo viste e spect a culos a co so me too 🟣la top model británica emily ratajkowski denunció que fue acosada sexualmente por el cantante robin thicke durante el rodaje del videoclip de blurred lines diario de mexico,p orsino lo viste e spect a culos a co so me too 🟣la top model británica emily ratajkowski denunció que fue acosada sexualmente por el cantante robin thicke durante el rodaje del videoclip de blurred lines diario de mexico,1
el asunto can essa puede ser el inicio de un movimiento me too en ecuador para denunciar el acoso sexual en todo nivel por ejemplo no entiendo como se normaliza en nuestro país los matrimonios entre profesores y alumnas de educación secundaria desde hace décadas hay casos ,el asunto can essa puede ser el inicio de un movimiento me too en ecuador para denunciar el acoso sexual en todo nivel por ejemplo no entiendo como se normaliza en nuestro país los matrimonios entre profesores y alumnas de educación secundaria desde hace décadas hay casos,1
hey como es que este en la cárcel no digo que este mal o bien pero como es que el hdlv de sigue libre y haciendo aún sus putos retiros donde abusa de mujeres me too,hey como es que este en la cárcel no digo que este mal o bien pero como es que el hdlv de sigue libre y haciendo aún sus putos retiros donde abusa de mujeres me too,1
 quizá annette narración supuestamente en la órbita del me too sea en realidad y al margen de sus virtudes cinematográficas algo más frívolo hay que ver annette sin duda y luego leer a ,quizá annette narración supuestamente en la órbita del me too sea en realidad y al margen de sus virtudes cinematográficas algo más frívolo hay que ver annette sin duda y luego leer a,0
el me too y el mundo literario acosadores la pesadilla de las escritoras testimonios de cuatro autoras que viven infiernos a causa de los hombres que las persiguen por ,el me too y el mundo literario acosadores la pesadilla de las escritoras testimonios de cuatro autoras que viven infiernos a causa de los hombres que las persiguen por,1
el tan necesario me too en el mundo académico amenazas de muerte a las 3 de la mañana intentaron echarme de la universidad y cuando vieron que no podían con nosotros fueron a por nuestros hijos en las escuelas women in stem ,el tan necesario me too en el mundo académico amenazas de muerte a las 3 de la mañana intentaron echarme de la universidad y cuando vieron que no podían con nosotros fueron a por nuestros hijos en las escuelas women in stem,1
 se va a caer lo vamos a tirar abrazos no estas sola me too,se va a caer lo vamos a tirar abrazos no estas sola me too,0
 incel persona que expresa su incapacidad de conseguir relaciones sexuales a pesar de ser su deseo caracterizados por el resentimiento que hay en sus publicaciones los mgtow se supone que es un grupo que sigue la idea del separatismo entre el hombre y la mujer ,incel persona que expresa su incapacidad de conseguir relaciones sexuales a pesar de ser su deseo caracterizados por el resentimiento que hay en sus publicaciones los mgtow se supone que es un grupo que sigue la idea del separatismo entre el hombre y la mujer,1
 los que hacían verdadero caos no son esos no fueron fotografiados ni detenidos lamentable porque por lo mismo pueden volver ,los que hacían verdadero caos no son esos no fueron fotografiados ni detenidos lamentable porque por lo mismo pueden volver,0
 literalmente toda la discografía de aitana es eso que dices que no existe ,literalmente toda la discografía de aitana es eso que dices que no existe,0
 no creo en el infierno paraíso para mi murió impune por la cobardía argentina ,no creo en el infierno paraíso para mi murió impune por la cobardía argentina,0
 es mucho peor los veganos rechazan los productos animales por moral por no hacer un daño a seres que consideran que hay que proteger los mgtow rechazan a las mujeres por resentimiento odio y paranoia ,es mucho peor los veganos rechazan los productos animales por moral por no hacer un daño a seres que consideran que hay que proteger los mgtow rechazan a las mujeres por resentimiento odio y paranoia,1
 se llama nicho de mercado ,se llama nicho de mercado,0
 los mgtow puteros de manual franquista cortados todos al mismo patron ,los mgtow puteros de manual franquista cortados todos al mismo patron,0
 no se que le pasó a ésta mujer está confundida o le pagaron en sobre ,no se que le pasó a ésta mujer está confundida o le pagaron en sobre,1
 se llama criterio es cuando dejas el pensamiento binario y empiezas a ver los matices ,se llama criterio es cuando dejas el pensamiento binario y empiezas a ver los matices,0
 a milei también lo puede llegar a consumir un tincho redpill que no sería un tanque de leche al contrario les va muy bien en cambio moreno parece más para un público mgtow,a milei también lo puede llegar a consumir un tincho redpill que no sería un tanque de leche al contrario les va muy bien en cambio moreno parece más para un público mgtow,0
 diria que mas que tocar puntos sensibles hay ciertos problema en la comunidad y varios individuos que hacen ver mal a todos los mgtow aunque tambien es culpa de quienes son ignorantes del tema y piensan que cualquiera con una cuenta recien creada diciendo que son mgtow lo son ,diria que mas que tocar puntos sensibles hay ciertos problema en la comunidad y varios individuos que hacen ver mal a todos los mgtow aunque tambien es culpa de quienes son ignorantes del tema y piensan que cualquiera con una cuenta recien creada diciendo que son mgtow lo son,0
 esa vieja qlia no sabe ni 1 we ,esa vieja qlia no sabe ni 1 we,1
 d pseudo transgresores que son cómplices por inanición o tienen ideologías de mierda que prefieren ser showmans en el status quo laje milei que son la respuesta argentina a paul joseph watson ben shapiro y milo yiannopoulos o básicamente los mgtow 3 4 ,d pseudo transgresores que son cómplices por inanición o tienen ideologías de mierda que prefieren ser showmans en el status quo laje milei que son la respuesta argentina a paul joseph watson ben shapiro y milo yiannopoulos o básicamente los mgtow 3 4,1
 mgtow y así será por algunos años no he encontrado otra alternativa ,mgtow y así será por algunos años no he encontrado otra alternativa,0
 el único que se compadecería por verme llorar es mi papá ninguna otra persona de ningún sexo lo haría ,el único que se compadecería por verme llorar es mi papá ninguna otra persona de ningún sexo lo haría,0
 me an contado que este gueveta de sepulveda es prepotente leantaoraja,me han contado que este gaveta de sepulveda es prepotente leantaoraja,0
gente que no es mgtow discutiendo quién de todos es más mgtow pura sangre luego dice sandman que el manifiesto 3 0 no aporta nada cómo se nota que no conoce la mentalidad y la picaresca hispánica ,gente que no es mgtow discutiendo quién de todos es más mgtow pura sangre luego dice sandman que el manifiesto 3 0 no aporta nada cómo se nota que no conoce la mentalidad y la picaresca hispánica,0
digo esto por qué it’s just plain rude se puede interpretar cómo una microagresión y te da aires de que te crees superior yo nunca hago esto por lo menos a mi mami y papi me criaron con modales y me enseñaron a respetar a las personas ,digo esto por qué it’s just plain rude se puede interpretar cómo una microagresión y te da aires de que te crees superior yo nunca hago esto por lo menos a mi mami y papi me criaron con modales y me enseñaron a respetar a las personas,0
 creo que hay algo de pasivoagresivo y manipulador gente que hace sentir culpable a otros de cualquier vaina es para aplicarles luego chantaje emocional un fren una vez me dijo que asumir que él está mal porque está desempleado es una microagresión no los oporto ,creo que hay algo de pasivoagresivo y manipulador gente que hace sentir culpable a otros de cualquier vaina es para aplicarles luego chantaje emocional un fren una vez me dijo que asumir que él está mal porque está desempleado es una microagresión no los oporto,0
 no te leí en su momento y ya todo pasó pero te devolveré esta microagresión face with tears of joy,no te leí en su momento y ya todo pasó pero te devolveré esta microagresión face with tears of joy,0
nunca vi a tanta gringa celebrando que los países pobres que nunca tenemos nada nos quedemos sin nada otra vez pueden decir lo que quieran pero si tiene aires de microagresion y las odio ,nunca vi a tanta gringa celebrando que los países pobres que nunca tenemos nada nos quedemos sin nada otra vez pueden decir lo que quieran pero si tiene aires de microagresion y las odio,1
y más aun casi siempre va acompañado de una agresión física y así hablan de microagresión por cualquier caballá ,y más aun casi siempre va acompañado de una agresión física y así hablan de microagresión por cualquier caballá,1
 un noble salvaje italiano garcha durante 300 páginas sin miedo a cometer una microagresión me encantó cómo describe el triste panorama actual de la edición literaria aunque él lo suscriba a eeuu no cambiaremos el mundo pero al menos cambiamos de tema como pedía joyce ,un noble salvaje italiano garcha durante 300 páginas sin miedo a cometer una microagresión me encantó cómo describe el triste panorama actual de la edición literaria aunque él lo suscriba a eeuu no cambiaremos el mundo pero al menos cambiamos de tema como pedía joyce,0
 lo conseguiste lalu la portada pasó de gustarme much a no gustarme nada visto al lado de la de messi pues si yo te digo que yo me identifico mil veces más con ella en estas fotos pero ese no es el punto sí es microagresión ,lo conseguiste lalu la portada pasó de gustarme much a no gustarme nada visto al lado de la de messi pues si yo te digo que yo me identifico mil veces más con ella en estas fotos pero ese no es el punto sí es microagresión,1
un gendarme vino a mi mesa de voto para hablar conmigo en mandarín petizo y probablemente lindo lo interpreto como un ofrecimiento coital y no como una microagresión racista ,un gendarme vino a mi mesa de voto para hablar conmigo en mandarín petizo y probablemente lindo lo interpreto como un ofrecimiento coital y no como una microagresión racista,0
ok va pero tengo una pregunta si robin nos hace daño sería considerada una microagresión ,ok va pero tengo una pregunta si robin nos hace daño sería considerada una microagresión,0
y recuerden que decir no todos los hombres no es más que una microagresión que demuestra tu necesidad de controlar la opinión de una mujer y someterla a los parámetros de lo que tú esperas que ella sea ,y recuerden que decir no todos los hombres no es más que una microagresión que demuestra tu necesidad de controlar la opinión de una mujer y someterla a los parámetros de lo que tú esperas que ella sea,1
he aprendido una nueva palabra “microagresión”smiling face with sunglasses cuando opino acerca de algo relacionado con el racismo contra los asiáticos me dicen algunos que estoy exagerando o que solo ha sido una broma y ya no se puede decir nada sin ofender a nadie etc ve este vídeo y ya entenderás ,he aprendido una nueva palabra “microagresión”smiling face with sunglasses cuando opino acerca de algo relacionado con el racismo contra los asiáticos me dicen algunos que estoy exagerando o que solo ha sido una broma y ya no se puede decir nada sin ofender a nadie etc ve este vídeo y ya entenderás,0
ni siquiera se dan cuenta que ese pensamiento es una microagresión porque ellos incluso están por encima de algunos artistas grandes en todos los aspectos pero por ser coreanos los siguen viendo como si fueran menos,ni siquiera se dan cuenta que ese pensamiento es una microagresión porque ellos incluso están por encima de algunos artistas grandes en todos los aspectos pero por ser coreanos los siguen viendo como si fueran menos,0
 pues no la microagresion se introdujo como concepto para destacar algo que es normal en el día a día y que puede ser nociva por el uso que se le da no se permite todo se nos permite reflexionar sobre lo establecido de algodón tú que te ofendes cuando escuchas microagresion ,pues no la microagresion se introdujo como concepto para destacar algo que es normal en el día a día y que puede ser nociva por el uso que se le da no se permite todo se nos permite reflexionar sobre lo establecido de algodón tú que te ofendes cuando escuchas microagresion,0
 no se pero la verdad fue rarísimo en plan lo de la orientación fue muy por la cara no sé si es microagresion o que,no se pero la verdad fue rarísimo en plan lo de la orientación fue muy por la cara no sé si es microagresion o que,0
studio microphone selector municipal fm enseguidaplay button selector en el espacio de entrevistas de quito 2 0 alejandra cárdenas abogada en dd hh nos explicará el concepto de microagresión hacia la comunidad lgtbiq en la esfera pública consultas al mobile phone with arrow2510 510 mobile phone with arrow2510 2511laradiodelaciudad ,studio microphone selector municipal fm enseguidaplay button selector en el espacio de entrevistas de quito 2 0 alejandra cárdenas abogada en dd hh nos explicará el concepto de microagresión hacia la comunidad lgtbiq en la esfera pública consultas al mobile phone with arrow2510 510 mobile phone with arrow2510 2511laradiodelaciudad,0
mano pasar por microagresiones raciales a diario es saber que lo que te dijo la persona es una microagresión pero preferir no responderle porque si lo haces eres un salvaje ,mano pasar por microagresiones raciales a diario es saber que lo que te dijo la persona es una microagresión pero preferir no responderle porque si lo haces eres un salvaje,0
así como va la cosa por la hipersensibilidad de esta generación de cristal buena para nada y que todo lo consideran microagresion producto de la supremacía del hombre blanco no queda mucho para que el contenido que se encuentre luego en la deep web sean cosas tan ofensivas ,así como va la cosa por la hipersensibilidad de esta generación de cristal buena para nada y que todo lo consideran microagresion producto de la supremacía del hombre blanco no queda mucho para que el contenido que se encuentre luego en la deep web sean cosas tan ofensivas,1
 hola lourdes en la estamos haciendo un estudio sobre agresion microagresion y abuso al personal de la salud durante la pandemia te interesaria ver la encuesta y ayudarnos a recabar mas info de fisioterapeutas y kinesiologos as abrazo ,hola lourdes en la estamos haciendo un estudio sobre agresion microagresion y abuso al personal de la salud durante la pandemia te interesaria ver la encuesta y ayudarnos a recabar mas info de fisioterapeutas y kinesiologos as abrazo,0
 a ver si tú y tu micromachismo defienden a quien pegue a tu hija,a ver si tú y tu micromachismo defienden a quien pegue a tu hija,1
 sujétame el cubata qué es un micromachismo de libro o macro machismo es una expresión machista como la copa de un pino que debería estar señalada por la autoridad y sancionada por la sociedad que piensa como debe ser ,sujétame el cubata qué es un micromachismo de libro o macro machismo es una expresión machista como la copa de un pino que debería estar señalada por la autoridad y sancionada por la sociedad que piensa como debe ser,1
 diganle eso a los ave diabetes hipertensión y todas esas patologías asociadas a la obesidad pero diganle cosas en serio no que es culpa del patriarcado y del micromachismo,diganle eso a los ave diabetes hipertensión y todas esas patologías asociadas a la obesidad pero diganle cosas en serio no que es culpa del patriarcado y del micromachismo,1
 sabes que es el micromachismo un serie de cortometrajes aborda el tema en rd clapper board movie camera ,sabes que es el micromachismo un serie de cortometrajes aborda el tema en rd clapper board movie camera,0
 si decirle mamita es micromachismo entonces si le dices a un hombre papito sería microhembrismo podría ser considerado falta de respeto por la forma que te referiste a una autoridad pero no tiene nada de machismo dejemos de mezclar los conceptos ,si decirle mamita es micromachismo entonces si le dices a un hombre papito sería microhembrismo podría ser considerado falta de respeto por la forma que te referiste a una autoridad pero no tiene nada de machismo dejemos de mezclar los conceptos,1
 independientemente de lo que sea no podes juzgar de micromachismo a un nene sin dejar pasar en alto que la enferma de la madre tiene conversaciones con el hijo de sobre si durmió o no con alguien a la noche básicamente hablan de los garches que tiene la madre ,independientemente de lo que sea no podes juzgar de micromachismo a un nene sin dejar pasar en alto que la enferma de la madre tiene conversaciones con el hijo de sobre si durmió o no con alguien a la noche básicamente hablan de los garches que tiene la madre,1
 face with tears of joy cabal bajando del carro y en la radio hablan “claro que es micromachismo negarle a tu esposa sexo oral durante su periodo” face with tears of joyface with tears of joy,face with tears of joy cabal bajando del carro y en la radio hablan “claro que es micromachismo negarle a tu esposa sexo oral durante su periodo” face with tears of joyface with tears of joy,1
 es micromachismo decirle el celular cuando claramenta se identifica con la a como femenina ,es micromachismo decirle el celular cuando claramenta se identifica con la a como femenina,0
 madre miaaaaaa esto es un micromachismo ,madre miaaaaaa esto es un micromachismo,1
 gente no se maten en tratar de hacerle entender lo que escribió se deshumanizo por completo a tal punto que considera la cortesía como micromachismo ,gente no se maten en tratar de hacerle entender lo que escribió se deshumanizo por completo a tal punto que considera la cortesía como micromachismo,1
