text,translated_text,label
 los políticos acostumbran a hablarle al pueblo como si fueran una manada de estúpidos pero lamanada no hacemos nada por contradecirlos ,politicians use to talk to the people as if they were a herd of stupid but the herd we do nothing to contradict them,0
comparto algunas columnas anteriores que reflexionan sobre el tema de la viola cin grupal y las reacciones de la sociedad y todo esto esta de 2018 sobre el caso de lama nada con reflexiones sobre el baño de santa teresa ,i share some previous columns that reflect on the issue of group rape and the reactions of society and all this from 2018 on the case of lama nada with reflections on the bathroom of santa teresa,0
confirman que la madre del violador de lama nada eliane saavedra daza recibía plata del gobierno municipal de gestión de la ex alcaldesa “sin trabajar” 2000itemsfantasmasunmil contratos fantasma s ,confirm that the mother of the rapist of lama nada eliane saavedra daza received money from the municipal government of management of the former mayoress without working 2000itemsfantasmasunmil phantom contracts s,0
 quin descontrol desde lo de lamanada es un no parar de violencia,who has been out of control since the herd is a nonstop violence,0
“la manada” panda facelion facefox face mis bebés 🤍lamanada dogs of insta gram do glover siberian husky shetland sheepdog husky sheltie husky siberia no pastor de shetland en metepec ,“la manada” panda facelion facefox face mis babies 🤍lamanada dogs of insta gram do glover siberian husky shetland sheepdog husky sheltie husky siberia no shetland shepherd in metepec,0
 por eso amé lama nada de no dejo de pensar en esa novela ,thats why i loved lama nothing i cant stop thinking about that novel,0
mis leones metiendo cojones coño 7 3 firefirefirelion facelion facelion face lama nada,my lions putting balls pussy 7 3 firefirefirelion facelion facelion face lama nothing,0
 white medium starsiiii estuvo increíble mi pipe eres un crack te adoramossss lama nada wolf faceblue heartwhite medium star,white medium starsiiii it was amazing my pipe you are a crack we adore you lama nothing wolf faceblue heartwhite medium star,0
mientras scooby disfruta unas vacaciones en lamanada yo cuido en casa a merlot el russian bleu de mi hija ,while scooby enjoys a vacation in the herd i take care of merlot at home and my daughters russian bleu,0
la otra víctima de lama nada si el prenda se arrepintiera de verdad me hubiera pedido perdón a mí también ,the other victim of lama nothing if the garment really repented he would have apologized to me too,0
lo de lopetegui en rueda de prensa diciendo no se que de la minifalda y tal era por los de lama nada no ,the thing about lopetegui at a press conference saying i dont know what about the miniskirt and such was for those of lama nothing no,1
 si hubiese un me too del cine español sería por homosubvenciones y felamamandurrias ,if there were a me too of spanish cinema it would be for homosubsidies and felamamandurrias,1
 hay otro tema en el ambiente pero el me too es un ejemplo interesante de lo que dices ,there is another topic in the air but me too is an interesting example of what you say,0
come on label metoo smiling face with sunglassespopcorn ,come on label metoo smiling face with sunglasses popcorn,0
crece la preocupación por el paradero de peng shuai crece la preocupación por el paradero de peng shuai ,concern grows over peng shuais whereabouts concern grows over peng shuais whereabouts,0
 siempre he pensado que esa escena la de la segunda pelicula se a librado del movimiento me too hasta ahora haber cuando la cancelan,i have always thought that this scene from the second film has gotten rid of the movement so far i will have when they cancel it,1
creo que la 4t va a pasar a la historia como el gobierno que más premiaba y condecoraba a los agraviantes sexuales que vergüenza ahí esta el salgado macedonio y ahora pedro salmeron y no dudo que haya más face with symbols on mouthme too,i think the 4t will go down in history as the government that most rewarded and decorated sexual offenders what a shame there is the macedonian salgado and now pedro salmerón and i have no doubt that there are more face with symbols on mouthme too,1
un tribunal chino desestima el primer caso de me too y amenaza con acabar con este incipiente movimiento en el país vía por ,a chinese court dismisses the first me too case and threatens to put an end to this fledgling movement in the country via,0
veo que surge una respuesta tipo not all americans a la lucha contra la afluencia de estadounidenses a pr como el not all men a metoo en ambos casos la réplica obvia que se trata de estructuras y dinámicas que crean desigualdad no de si individuos se portan bien o mal ,i see a not all americans type response to the fight against the influx of americans to pr as the not all men a metoo in both cases the obvious reply that it is about structures and dynamics that create inequality not whether individuals behave well or evil,1
 dicen que la denuncia es real la cariola dijo que ella era feminista y del metoo y le creía a la victima así de tarados weones a cagar le dan material a kast con un asunto muy grave ,they say that the complaint is real the cariola said that she was a feminist and from the metoo and she believed the victim like this they are shitting morons they give kast material with a very serious matter,1
p orsino lo viste e spect a culos a co so me too 🟣la top model británica emily ratajkowski denunció que fue acosada sexualmente por el cantante robin thicke durante el rodaje del videoclip de blurred lines diario de mexico,porsino lo viste e spect a culos a co so me too 🟣the british top model emily ratajkowski denounced that she was sexually harassed by the singer robin thicke during the filming of the blurred lines video clip diario de mexico,1
el asunto can essa puede ser el inicio de un movimiento me too en ecuador para denunciar el acoso sexual en todo nivel por ejemplo no entiendo como se normaliza en nuestro país los matrimonios entre profesores y alumnas de educación secundaria desde hace décadas hay casos ,the can essa issue could be the beginning of a me too movement in ecuador to denounce sexual harassment at all levels for example i dont understand how marriages between teachers and secondary school students have been normalized in our country for decades,1
hey como es que este en la cárcel no digo que este mal o bien pero como es que el hdlv de sigue libre y haciendo aún sus putos retiros donde abusa de mujeres me too,hey how come hes in jail im not saying hes good or bad but how come hdlv is still free and still making his fucking withdrawals where he abuses women too,1
 quizá annette narración supuestamente en la órbita del me too sea en realidad y al margen de sus virtudes cinematográficas algo más frívolo hay que ver annette sin duda y luego leer a ,perhaps annette narration supposedly in the orbit of the me too is actually and apart from its cinematographic virtues something more frivolous you have to see annette without a doubt and then read a,0
el me too y el mundo literario acosadores la pesadilla de las escritoras testimonios de cuatro autoras que viven infiernos a causa de los hombres que las persiguen por ,the me too and the literary world stalkers the nightmare of women writers testimonials from four authors who live hell because of the men who persecute them for,1
el tan necesario me too en el mundo académico amenazas de muerte a las 3 de la mañana intentaron echarme de la universidad y cuando vieron que no podían con nosotros fueron a por nuestros hijos en las escuelas women in stem ,the muchneeded me too in the academic world death threats at 3 in the morning they tried to throw me out of the university and when they saw that they couldnt handle us they went after our children in the women in stem schools,1
 se va a caer lo vamos a tirar abrazos no estas sola me too,it is going to fall we are going to throw it hugs you are not alone me too,0
 incel persona que expresa su incapacidad de conseguir relaciones sexuales a pesar de ser su deseo caracterizados por el resentimiento que hay en sus publicaciones los mgtow se supone que es un grupo que sigue la idea del separatismo entre el hombre y la mujer ,incel person who expresses his inability to achieve sexual relations despite being his desire characterized by the resentment that there is in his publications the mgtow is supposed to be a group that follows the idea of ​​separatism between men and women,1
 los que hacían verdadero caos no son esos no fueron fotografiados ni detenidos lamentable porque por lo mismo pueden volver ,those who made real chaos are not those they were not photographed or detained unfortunate because for the same reason they can return,0
 literalmente toda la discografía de aitana es eso que dices que no existe ,literally all of aitanas discography is what you say doesnt exist,0
 no creo en el infierno paraíso para mi murió impune por la cobardía argentina ,i do not believe in hell paradise for me he died unpunished for argentine cowardice,0
 es mucho peor los veganos rechazan los productos animales por moral por no hacer un daño a seres que consideran que hay que proteger los mgtow rechazan a las mujeres por resentimiento odio y paranoia ,it is much worse vegans reject animal products out of morality for not harming beings that they consider must be protected the mgtow reject women out of resentment hatred and paranoia,1
 se llama nicho de mercado ,its called niche market,0
 los mgtow puteros de manual franquista cortados todos al mismo patron ,the mgtow puteros of francoist manual all cut to the same pattern,0
 no se que le pasó a ésta mujer está confundida o le pagaron en sobre ,i dont know what happened to this woman shes confused or they paid her in an envelope,1
 se llama criterio es cuando dejas el pensamiento binario y empiezas a ver los matices ,its called criteria is when you stop thinking binary and start to see the nuances,0
 a milei también lo puede llegar a consumir un tincho redpill que no sería un tanque de leche al contrario les va muy bien en cambio moreno parece más para un público mgtow,milei can also be consumed by a redpill tincho that would not be a tank of milk on the contrary they are doing very well instead darkhaired seems more for a mgtow public,0
 diria que mas que tocar puntos sensibles hay ciertos problema en la comunidad y varios individuos que hacen ver mal a todos los mgtow aunque tambien es culpa de quienes son ignorantes del tema y piensan que cualquiera con una cuenta recien creada diciendo que son mgtow lo son ,i would say that more than touching sensitive points there are certain problems in the community and several individuals that make all mgtow look bad although it is also the fault of those who are ignorant of the subject and think that anyone with a newly created account saying that they are mgtow is,0
 esa vieja qlia no sabe ni 1 we ,that old lady doesnt even know 1 we,1
 d pseudo transgresores que son cómplices por inanición o tienen ideologías de mierda que prefieren ser showmans en el status quo laje milei que son la respuesta argentina a paul joseph watson ben shapiro y milo yiannopoulos o básicamente los mgtow 3 4 ,d pseudo transgressors who are complicit by starvation or have shitty ideologies who prefer to be showmans in the status quo laje milei who are the argentine answer to paul joseph watson ben shapiro and milo yiannopoulos or basically the mgtow 3 4,1
 mgtow y así será por algunos años no he encontrado otra alternativa ,mgtow and it will be like this for a few years i have not found another alternative,0
 el único que se compadecería por verme llorar es mi papá ninguna otra persona de ningún sexo lo haría ,the only one who would sympathize to see me cry is my dad no other person of either sex would,0
 me an contado que este gueveta de sepulveda es prepotente leantaoraja,they have told me that this drawer from sepulveda is arrogant leantaoraja,0
gente que no es mgtow discutiendo quién de todos es más mgtow pura sangre luego dice sandman que el manifiesto 3 0 no aporta nada cómo se nota que no conoce la mentalidad y la picaresca hispánica ,people who are not mgtow discussing who of all is more thoroughbred mgtow then sandman says that the manifesto 3 0 does not contribute anything how it shows that he does not know the mentality and the picaresque hispanic,0
digo esto por qué it’s just plain rude se puede interpretar cómo una microagresión y te da aires de que te crees superior yo nunca hago esto por lo menos a mi mami y papi me criaron con modales y me enseñaron a respetar a las personas ,i say this because its just plain rude it can be interpreted as a microaggression and it gives you air that you think you are superior i never do this at least to my mommy and daddy they raised me with manners and taught me to respect people,0
 creo que hay algo de pasivoagresivo y manipulador gente que hace sentir culpable a otros de cualquier vaina es para aplicarles luego chantaje emocional un fren una vez me dijo que asumir que él está mal porque está desempleado es una microagresión no los oporto ,i think there is something passiveaggressive and manipulative people who make others feel guilty for whatever reason is to apply emotional blackmail to them later a frenzy once told me that assuming that he is wrong because he is unemployed is a microaggression i dont stand for them,0
 no te leí en su momento y ya todo pasó pero te devolveré esta microagresión face with tears of joy,i didnt read you at the time and its all over but ill give you back this microaggression face with tears of joy,0
nunca vi a tanta gringa celebrando que los países pobres que nunca tenemos nada nos quedemos sin nada otra vez pueden decir lo que quieran pero si tiene aires de microagresion y las odio ,i have never seen so many gringas celebrating that the poor countries that never have anything are left with nothing again they can say what they want but it does have airs of microaggression and i hate them,1
y más aun casi siempre va acompañado de una agresión física y así hablan de microagresión por cualquier caballá ,and even more it is almost always accompanied by a physical aggression and thus they speak of microaggression by any mackerel,1
 un noble salvaje italiano garcha durante 300 páginas sin miedo a cometer una microagresión me encantó cómo describe el triste panorama actual de la edición literaria aunque él lo suscriba a eeuu no cambiaremos el mundo pero al menos cambiamos de tema como pedía joyce ,a noble italian savage garchas for 300 pages without fear of committing a microaggression i loved how he describes the current sad panorama of literary publishing even if he subscribes it to the usa we wont change the world but at least we change the subject as joyce asked,0
 lo conseguiste lalu la portada pasó de gustarme much a no gustarme nada visto al lado de la de messi pues si yo te digo que yo me identifico mil veces más con ella en estas fotos pero ese no es el punto sí es microagresión ,you got it lalu the cover went from liking it a lot to not liking it at all seen next to messis well if i tell you that i identify myself a thousand times more with her in these photos but thats not the point it is microaggression,1
un gendarme vino a mi mesa de voto para hablar conmigo en mandarín petizo y probablemente lindo lo interpreto como un ofrecimiento coital y no como una microagresión racista ,a gendarme came to my polling station to speak to me in mandarin short and probably cute i interpret it as a coital offer and not as a racist microaggression,0
ok va pero tengo una pregunta si robin nos hace daño sería considerada una microagresión ,ok ok but i have a question if robin hurt us it would be considered a microaggression,0
y recuerden que decir no todos los hombres no es más que una microagresión que demuestra tu necesidad de controlar la opinión de una mujer y someterla a los parámetros de lo que tú esperas que ella sea ,and remember that saying no to all men is nothing more than a microaggression that demonstrates your need to control a womans opinion and subject her to the parameters of what you expect her to be,1
he aprendido una nueva palabra “microagresión”smiling face with sunglasses cuando opino acerca de algo relacionado con el racismo contra los asiáticos me dicen algunos que estoy exagerando o que solo ha sido una broma y ya no se puede decir nada sin ofender a nadie etc ve este vídeo y ya entenderás ,i have learned a new word microaggression smiling face with sunglasses when i give my opinion about something related to racism against asians some tell me that i am exaggerating or that it was just a joke and nothing can be said without offending anyone etc go this video and you will understand,0
ni siquiera se dan cuenta que ese pensamiento es una microagresión porque ellos incluso están por encima de algunos artistas grandes en todos los aspectos pero por ser coreanos los siguen viendo como si fueran menos,they dont even realize that this thought is a microaggression because they are even above some great artists in all aspects but because they are korean they continue to see them as if they were less,0
 pues no la microagresion se introdujo como concepto para destacar algo que es normal en el día a día y que puede ser nociva por el uso que se le da no se permite todo se nos permite reflexionar sobre lo establecido de algodón tú que te ofendes cuando escuchas microagresion ,well no microaggression was introduced as a concept to highlight something that is normal on a daytoday basis and that can be harmful due to the use that is given to it everything is not allowed we are allowed to reflect on what is established in cotton you who get offended when you listen microaggression,0
 no se pero la verdad fue rarísimo en plan lo de la orientación fue muy por la cara no sé si es microagresion o que,i dont know but the truth was that it was very strange in the way that the orientation was very face to face i dont know if its microaggression or what,0
studio microphone selector municipal fm enseguidaplay button selector en el espacio de entrevistas de quito 2 0 alejandra cárdenas abogada en dd hh nos explicará el concepto de microagresión hacia la comunidad lgtbiq en la esfera pública consultas al mobile phone with arrow2510 510 mobile phone with arrow2510 2511laradiodelaciudad ,studio microphone municipal selector fm immediatly play button selector in the interview space of quito 2 0 alejandra cárdenas lawyer in dd hh will explain the concept of microaggression towards the lgtbiq community in the public sphere inquiries to the mobile phone with arrow2510 510 mobile phone with arrow2510 2511 laradiodelaciudad,0
mano pasar por microagresiones raciales a diario es saber que lo que te dijo la persona es una microagresión pero preferir no responderle porque si lo haces eres un salvaje ,hand to go through racial microaggressions on a daily basis is to know that what the person said to you is a microaggression but prefer not to respond because if you do you are a savage,0
así como va la cosa por la hipersensibilidad de esta generación de cristal buena para nada y que todo lo consideran microagresion producto de la supremacía del hombre blanco no queda mucho para que el contenido que se encuentre luego en la deep web sean cosas tan ofensivas ,just as things are going due to the hypersensitivity of this goodfornothing generation of glass and who consider everything a microaggression as a product of the supremacy of the white man there is not much left for the content that is later found on the deep web to be such offensive things,1
 hola lourdes en la estamos haciendo un estudio sobre agresion microagresion y abuso al personal de la salud durante la pandemia te interesaria ver la encuesta y ayudarnos a recabar mas info de fisioterapeutas y kinesiologos as abrazo ,hello lourdes we are doing a study on aggression microaggression and abuse of health personnel during the pandemic would you be interested in seeing the survey and helping us gather more information from physiotherapists and kinesiologists hug,0
 a ver si tú y tu micromachismo defienden a quien pegue a tu hija,lets see if you and your micromachismo defend whoever hits your daughter,1
 sujétame el cubata qué es un micromachismo de libro o macro machismo es una expresión machista como la copa de un pino que debería estar señalada por la autoridad y sancionada por la sociedad que piensa como debe ser ,hold me the cubata what is a book micromachismo or macro machismo is a macho expression like the top of a pine tree that should be indicated by the authority and sanctioned by the society that thinks as it should be,1
 diganle eso a los ave diabetes hipertensión y todas esas patologías asociadas a la obesidad pero diganle cosas en serio no que es culpa del patriarcado y del micromachismo,tell that to the birds diabetes hypertension and all those pathologies associated with obesity but tell them things seriously not that it is the fault of patriarchy and micromachismo,1
 sabes que es el micromachismo un serie de cortometrajes aborda el tema en rd clapper board movie camera ,do you know what micromachismo is a series of short films addresses the issue in rd clapper board movie camera,0
 si decirle mamita es micromachismo entonces si le dices a un hombre papito sería microhembrismo podría ser considerado falta de respeto por la forma que te referiste a una autoridad pero no tiene nada de machismo dejemos de mezclar los conceptos ,if saying mommy is micromachismo then if you say to a man daddy it would be microfemaleism it could be considered disrespectful for the way you referred to an authority but there is nothing machismo about it lets stop mixing the concepts,1
 independientemente de lo que sea no podes juzgar de micromachismo a un nene sin dejar pasar en alto que la enferma de la madre tiene conversaciones con el hijo de sobre si durmió o no con alguien a la noche básicamente hablan de los garches que tiene la madre ,regardless of what it is you cannot judge a baby for micromachismo without letting go that the mothers sickness has conversations with the son about whether or not he slept with someone at night basically they talk about the garches that the mother has,1
 face with tears of joy cabal bajando del carro y en la radio hablan “claro que es micromachismo negarle a tu esposa sexo oral durante su periodo” face with tears of joyface with tears of joy,face with tears of joy cabal getting out of the car and on the radio they talk of course it is micromachismo to deny your wife oral sex during her period face with tears of joyface with tears of joy,1
 es micromachismo decirle el celular cuando claramenta se identifica con la a como femenina ,it is micromachismo to tell him the cell phone when he clearly identifies with the a as feminine,0
 madre miaaaaaa esto es un micromachismo ,mother miaaaaa this is a micromachismo,1
 gente no se maten en tratar de hacerle entender lo que escribió se deshumanizo por completo a tal punto que considera la cortesía como micromachismo ,people dont kill yourself trying to make him understand what he wrote he was completely dehumanized to the point that he considers courtesy as micromachismo,1
 micromachismo interiorizado jajajajajaja vale mr trabucoface with tears of joygracias por el chiste después de una larga jornada viene bien reírse,internalized micromachismo hahahahaha okay mr trabuco face with tears of joy thanks for the joke after a long day its good to laugh,1
 esto es un comentario machista como dicen en salvame un micromachismo que pasa que solo las ciudadanas se quejan de la luz por qué ponemos lavadoras hacemos la comida etc etc la subida de la luz no va con los ciudadanos es decir con los hombres ,this is a macho comment as they say in salvame a micromachismo that happens that only the citizens complain about the light why do we put washing machines we make the food etc etc the rise in light does not go with the citizens that is to say with the men,1
 s account is temporarily unavailable because it violates the twitter media policy learn more ,s account is temporarily unavailable because it violates the twitter media policy learn more,0
solo no saben qué te están haciendo daño neniux si sufres algún tipo de machismo o micromachismo abre la boca las cosas no cambian hasta que alzas la voz ,they just dont know what theyre hurting you neniux if you suffer from some kind of machismo or micromachismo open your mouth things dont change until you raise your voice,1
 vamos que los hombres tendremos que comprar los medicamentos en el extranjero por si detectan un micromachismo cuando entremos en la farmacia ,come on we men will have to buy the medicines abroad in case they detect a micromachismo when we enter the pharmacy,1
 acabas de decir que es un tema de micromachismo q x lo menos yo lo he vivido mil veces y ella quiso generar un cambio y k lo utilizó de la manera más vil sin pensar ni un segundo en ella si eso no lo puedes ver me da mucha pena porque no empatizas con ella,you just said that it is a matter of micromachismo that at least i have lived it a thousand times and she wanted to generate a change and that she used it in the most vile way without thinking for a second about her if you cannot see that i am very sorry because you dont empathize with her,1
 por ejemplo si buscas en buscadores normales como google o en otros más específicos “micromachismo” hay mucha información y así con cada uno de los términos presentes en la infografía ,for example if you search in normal search engines such as google or in other more specific micromachismo there is a lot of information and so with each of the terms present in the infographic,0
 me encanta ver a aludidos que tratan de justificar a los abusadores luego no estén llorando diciendo not all men loudly crying faceloudly crying face,i love seeing alluded people who try to justify the abusers then they are not crying saying not all men loudly crying faceloudly crying face,0
se acuerdan cuando ellas jodian con not all men kjj not all women ,do they remember when they fucked with not all men kjj not all women,1
 not all men manolo en mi casa la hace mi padre pero sabemos de sobra que en la mayoría la hacen abuelas madres y tías no hay ninguna duda también son las que limpian ,not all men manolo in my house my father does it but we know very well that in the majority it is done by grandmothers mothers and aunts there is no doubt they are also the ones who clean,1
 not all men not all trans mmmmmmm me pregunto qué tendrán en común eggplant ,not all men not all trans mmmmmm i wonder what they have in common eggplant,0
si pudieran vagones no mixtos en el transporte público en españa ellos no lo respetarían mientras que harían ruido por internet para mostrar lo desigual y ofensivo que les parece porque not all men ellas suben a su novio amigo hermano porque él es diferente not all men,if they could have nonmixed carriages on public transport in spain they would not respect it while they would make noise on the internet to show how unequal and offensive it seems to them because not all men get on their boyfriend friend brother because he is different not all men,1
